Hype boy,NewJeans,positive,https://www.youtube.com/watch?v=11cta61wi0g
Nxde,(여자)아이들,positive,https://www.youtube.com/watch?v=fCO7f0SmrDc
FEARLESS,LE SSERAFIM (르세라핌),positive,https://www.youtube.com/watch?v=4vbDFu0PUew
